,number,text,label
7155,7154.0, constitution day important commemoration constitutionday maga kag obama clinton deepstate OFFENSIVE power spygate witchhunt sedition treason,NOT
7156,7155.0, year old boy trump fixed disaster crooked barak left,NOT
7157,7156.0, go la casa de las micheladas crazy OFFENSIVE ones,OFF
7158,7157.0, collins tries make people believe,NOT
7159,7158.0, kyle long fine bet getting rest please brown sims,NOT
7160,7159.0, breitbart must hacked headline says,OFF
7161,7160.0, agree see starting year maxi goes cold hope next year starter,NOT
7162,7161.0, found average OFFENSIVE demographics found things average OFFENSIVE agrees bill gates OFFENSIVE control driving skills,NOT
7163,7162.0, stormy,NOT
7164,7163.0, beautiful,NOT
7165,7164.0, man allowed wife one coaches abused years covered threw everyone including wife bus help OFFENSIVE never thought anyone would know came total pos,OFF
7166,7165.0, piece work,NOT
7167,7166.0, hope right,NOT
7168,7167.0, things happened kufball road wins got married OFFENSIVE twice got divorced,NOT
7169,7168.0, great needs gone low life,NOT
7170,7169.0, offer mental health coverage reporters,NOT
7171,7170.0, exterminated little harsh agree first point whole heartedly remember advised go onto esa stress testing harsh would better going onto work program eligible benefits except housing benefit,NOT
7172,7171.0, plenty ppl work full shift still manage find way home correctly OFFENSIVE flying public,OFF
7173,7172.0, reason believe sabotaging kavanaughs chances supreme court justice elitists OFFENSIVE liberals anything sabotage trumps presidency,NOT
7174,7173.0, cause got head wave least pounds couple inches feet okay mention miley doesnt look fighting type idk,NOT
7175,7174.0, panic dc sessions huber meetings wwgwga qanon maga walkaway,NOT
7176,7175.0, ohh OFFENSIVE,OFF
7177,7176.0, liberals give sh souls,OFF
7178,7177.0, thanks awake love guys following patriots,NOT
7179,7178.0, see thick bad OFFENSIVE,OFF
7180,7179.0, might well go walmart cashier get info nuclear fusion go nbc OFFENSIVE info OFFENSIVE media feeds empty brains wonder OFFENSIVE control cultists universal background checks gunsense guncontrolnow guncontrol,OFF
7181,7180.0, OFFENSIVE wall OFFENSIVE white OFFENSIVE men OFFENSIVE way immigrant OFFENSIVE control would help way,OFF
7182,7181.0, believe christineblaseyford however assert make one jot difference trump recently roy moore long ago chose align misogyny OFFENSIVE kavanaughconfirmationhearing next step thehandmaidstale maga,NOT
7183,7182.0, cant say words tweeter come knocking,NOT
7184,7183.0, elmo antifa,NOT
7185,7184.0, ca always blue seem much except helping like neighbors champagne socialist,OFF
7186,7185.0, one bit anything trump liberals could care less responsible amp majority indictments people potus never met things obama asleep wheel facts matter left,NOT
7187,7186.0, losss service time suspensions subject waivers,NOT
7188,7187.0, sensible OFFENSIVE control help mentally unstable people guns people restraining orders guns one needs OFFENSIVE magazine rounds unless zombie apocalypse happens,OFF
7189,7188.0, believe stuff bring OFFENSIVE control OFFENSIVE control disarming america,NOT
7190,7189.0, always get OFFENSIVE losing money,NOT
7191,7190.0, doubt OFFENSIVE man,NOT
7192,7191.0, guarantee going allow put oath,NOT
7193,7192.0, reason wife OFFENSIVE,OFF
7194,7193.0, true OFFENSIVE statement right,NOT
7195,7194.0, tell leader,NOT
7196,7195.0, despacito,NOT
7197,7196.0, grow pair,NOT
7198,7197.0, twitter banned proud boys alex mcginnis antifa banned yet classified OFFENSIVE organization happening need something,NOT
7199,7198.0, glad hear jacob,NOT
7200,7199.0, amazing many people voted guilty proven innocent lots liberals voting poll obviously,NOT
7201,7200.0, OFFENSIVE person,NOT
7202,7201.0, real,NOT
7203,7202.0, fun loved watching eyes light w excitement used names asked questions yes talking,NOT
7204,7203.0, yes included smoothing reserve put place conservatives knew next year year toughest five year cycle predictions proving correct,NOT
7205,7204.0, OFFENSIVE OFFENSIVE,OFF
7206,7205.0, appalled considering hosting midget wrestling spectacle word offensive occasion like perpetuate stereotypes around dwarfism hugely damaging dwarf community please think,NOT
7207,7206.0, corey booker try finger blast OFFENSIVE teenager maga walkaway,OFF
7208,7207.0, means nothing always dramatic none promises ever come true sure still follow starting realize full OFFENSIVE,OFF
7209,7208.0, putting faces deep state james keefe announces deep state investigation gateway eagle forum fantastic looking forward conspiracynomore patriotswin trumptreason thetruthshallsetusfree maga wwgwga,NOT
7210,7209.0, cuter tha shhhh,OFF
7211,7210.0, poor conservatives going asking government handouts relief,NOT
7212,7211.0, rep maxine waters threatening OFFENSIVE president vise president come permitted doj washington capital police sleeping democrats law OFFENSIVE,OFF
7213,7212.0, OFFENSIVE year old tell us little character year old let alone competency jurist seems tad likely conservatives merely clarifying yet law order means using law reinforce social order,OFF
7214,7213.0, glad ok,NOT
7215,7214.0, expect hollyweeders aka hollywood liberals,NOT
7216,7215.0, billion dollars lazy puerto ricans lazy corrupt us cut pr loose entirely,NOT
7217,7216.0, anti gop part trump party hoping pardon ripping hard working americans,OFF
7218,7217.0, beautiful OFFENSIVE,OFF
7219,7218.0, know fact claim like OFFENSIVE imagine never enacted clean air regulations years ago u wait imagine look air quality china OFFENSIVE conservatives,OFF
7220,7219.0, really different probably howard really know son trust easily earn trust get know real guess tony times least fifteen thoughts varying,NOT
7221,7220.0, know like lot left going lose,NOT
7222,7221.0, hate us much well yes leftists yes leftists silly either get program let tell hate formerly OFFENSIVE conservatives,NOT
7223,7222.0, looking job controversal bitter,OFF
7224,7223.0, conservatism dying know going try everything power hold perception america look like despite fact americans centralist liberals,NOT
7225,7224.0, refuse acknowledge scampi nik nak nice spicy obscures sheer brilliantness,NOT
7226,7225.0, griffin thinks funny disgusting pig,OFF
7227,7226.0, classic OFFENSIVE projection accuse conservatives,NOT
7228,7227.0, nowreading human rights crisis via,NOT
7229,7228.0, regarding story think going OFFENSIVE president reporters never follow convicted felon could obtain case guns police would bring light OFFENSIVE control issue bias,OFF
7230,7229.0, OFFENSIVE mayor stealing money funded dems bash potus OFFENSIVE country power grid OFFENSIVE knows theres enough replace,OFF
7231,7230.0, follow everyone tweet OFFENSIVE twitter democrats,NOT
7232,7231.0, like saying pale live north pole bitchass dipfuck,OFF
7233,7232.0, horrible person,OFF
7234,7233.0, cooktragic good news either OFFENSIVE women palestine ridiculous pretend otherwise hope election successful abysmal history women lnp continues gentleman culture ladies first,NOT
7235,7234.0, lack range good olive oil cause mayhem,NOT
7236,7235.0, even brother thinks monster,OFF
7237,7236.0, hit lotto,OFF
7238,7237.0, incredible demeaned stood hope knows many support stand example women,NOT
7239,7238.0, love knees used andy vanderbilt stop hater liar comes conservatives,NOT
7240,7239.0, OFFENSIVE control crowd OFFENSIVE immigrants waltzing country heavily armed,OFF
7241,7240.0, still confounded amazed antifa wing wants new speech restrictions though ag OFFENSIVE hack charge implementing interpreting suing colleges discriminating white students w civil rights law c mon,NOT
7242,7241.0, make sam new hair fabulous sign person together,NOT
7243,7242.0, wearing shirt promoting OFFENSIVE control,NOT
7244,7243.0, allergic chocolate,NOT
7245,7244.0, antifa going shop,NOT
7246,7245.0, hahah left telling right making everything political f n funny,NOT
7247,7246.0, women lose credibility empowered ohhhh women liberals high jacked movement women really abused disgusting,OFF
7248,7247.0, wrong tho tunisians look like italians,NOT
7249,7248.0, mckenna longer using twitter defect conservatives,NOT
7250,7249.0, OFFENSIVE far right kemp refused pay attention people georgia want need undoing,NOT
7251,7250.0, recall hearing maxine waters issue summons people get face republicans conservatives payback b ai,NOT
7252,7251.0, yeah conservatives work real industries like coal mines oil rigs duhh,NOT
7253,7252.0, right nottowatch,NOT
7254,7253.0, usa antifa connecting philippine cpp npa vice versa president duterte informed,NOT
7255,7254.0, best ended,NOT
7256,7255.0, talking big,NOT
7257,7256.0, dems campaigning medicare OFFENSIVE control falsehoods,NOT
7258,7257.0, rigged media post fake poles try discourage conservatives even voting bombshell working conservatives got work went vote ripped poor nwo apart crying throwing tantrums ever since OFFENSIVE never stopped,NOT
7259,7258.0, liberals mock president trumps skin OFFENSIVE decapitated likeness also threaten family even baron,OFF
7260,7259.0, misogynistic cause opinion different guess makes bigot,OFF
7261,7260.0, antifa log OFFENSIVE,NOT
7262,7261.0, stick sports liberals ca help,NOT
7263,7262.0, good titus welliver jimmy also responds whenever tag stuff want bug,NOT
7264,7263.0, best,NOT
7265,7264.0, OFFENSIVE jeremy corbin means necessary,OFF
7266,7265.0, cruz vs rourke debates ever going happen tcot maga rednationrising,NOT
7267,7266.0, antifa one OFFENSIVE brains worship queen needs toe cheese licked,OFF
7268,7267.0, guy even read OFFENSIVE,NOT
7269,7268.0, support OFFENSIVE control,NOT
7270,7269.0, know flanking muscle flashing ar educate close c k hol r know u r talking,OFF
7271,7270.0, chuckle heads,NOT
7272,7271.0, agree intelligent like latest policy sovereign wealth fund something long supported cut someone like jo swinson would get party air time imo,OFF
7273,7272.0, disappointed taylor serena wrong use gender disrespectful serena apologize winner amp ref,OFF
7274,7273.0, definitely advocating playing either game thinking aloud might play earlier,NOT
7275,7274.0, abso OFFENSIVE quality tho,OFF
7276,7275.0, master twisting words greatest skill,NOT
7277,7276.0, divert defame voted get things done b c well mannered,NOT
7278,7277.0, dissapointing guy biggest hypocrite country embarrassing senator,OFF
7279,7278.0, loves sailor moon course,NOT
7280,7279.0, forgiveness useless trapped trauma maybe lets go illusion perfect world cannot happen accept one responsible getting,NOT
7281,7280.0, senator trump president wrong,NOT
7282,7281.0, prison time going get mccain ed deathpenalty treason pedogate maga qanon,OFF
7283,7282.0, sounds like joe channeling conservatives OFFENSIVE liberals years call transference,NOT
7284,7283.0, sounds like great ad OFFENSIVE control,NOT
7285,7284.0, hard believe female accusers ever especially liberals lie personal political gain,OFF
7286,7285.0, needs exact amount hanging rope,NOT
7287,7286.0, christians thinking women lie since eve start christianity conservatives give legislative judical teeth oppress women modern age kavanaugh kavanaughconfirmation metoo,NOT
7288,7287.0, love voice get sound OFFENSIVE strong barbiedreamsvideo,NOT
7289,7288.0, sad trying pawn another rich right wing type age increasing wealth disparity price gouging pharma executive trump tried gut healthcare real replace repeal amp replace slap face,NOT
7290,7289.0, dude happened messedup,NOT
7291,7290.0, ummm one people,OFF
7292,7291.0, mom know twitter,NOT
7293,7292.0, idk u well must OFFENSIVE delicious corn chip someone misses dearly,OFF
7294,7293.0, OFFENSIVE cute def facial expressions,OFF
7295,7294.0, well saw clicked bens link see blocked never heard,NOT
7296,7295.0, oh ok liberals heard,NOT
7297,7296.0, yea right nyc easy read OFFENSIVE chameleon personality fits everywhere bc diff diff people,NOT
7298,7297.0, reviewing plays insufferable,NOT
7299,7298.0, beyond OFFENSIVE,OFF
7300,7299.0, funny kerry know right standing president,NOT
7301,7300.0, crushing pc player kb mouse controller fps unrealistic unless playing games first time using keyboard mouse first time,NOT
7302,7301.0, interesting see hypocrisy liberals last year discovered hush fund congressional OFFENSIVE scandals working government,OFF
7303,7302.0, lyingliberals usual put OFFENSIVE charge see quickly things improve hurricanemaria pulled veil liberals keeping people OFFENSIVE stay power promising brighter day,OFF
7304,7303.0, would kerry want appear talking iranians doubt trying talk waiting trump treason book feel think know better us policy us gov promoting book personal gain,NOT
7305,7304.0, even close happened liar deflecting idiotic actions court looked,OFF
7306,7305.0, believe even getting OFFENSIVE threats conservatives roll way plus amp attorneys bankroll soros,OFF
