,text,label
5323,nicely said mr redwood,NOT
5324,smearing supreme court justices next ultra left nazis liberals,NOT
5325,gitmo could resolve holders issues along obama clowns,OFF
5326,know racist monkey huh sure know piece trash never hear pieces horse shit speak truth racist lies bitch boy racist cops killing unarmed black brown people fact ass clown,OFF
5327,matter anyone feels anyone talk something segregated conversations unless regressive,NOT
5328,start explaining think stupid rather writing question looking attention,OFF
5329,ca fucking believe,OFF
5330,done john kery would jail saying oncve longer position gov doesnt mean continue illigally gooing around meeting talks ppl shouldnt even room anymore saying laws,NOT
5331,know still alive,NOT
5332,perfect example americans despise lying liberals disgusting,OFF
5333,come cnn literally introduced guy public figure gun control call,OFF
5334,ur fucking dumbass fr way anyone else,OFF
5335,surprised libertarians win local state levels people getting sick tired sides empty promises,NOT
5336,quick preview summary blame democrats blame obama blame gun control blame blacks passively blame democrats,OFF
5337,correct liberals r easy figure make america great get rid liberal woman,OFF
5338,move north korea find oppressive authoritarian gun control want one countries low gun ownership work good luck,OFF
5339,fuck dildo rider antifa fuck going,OFF
5340,bill clinton enjoyed raping ted kennedy enjoyed killing cool,OFF
5341,yes joy say six half years correct sociopath stuck f r h e n e x six amp one half years magakag winning,OFF
5342,sounds great already came dumb drawings involving im sure make espacily since havent even read chapters manga yet,NOT
5343,still wo protect intersections fact makes worse hidden late makes much difficult make left turns leave lane reason,NOT
5344,yes,NOT
5345,one left family terrible times,NOT
5346,drill baby drill,NOT
5347,paid doubt,NOT
5348,cute liberals think save world cute naive,NOT
5349,start kneeling matches talk oppressed getting deep america bs liberal nuts throwing,OFF
5350,best conservatives could come stop humiliation ge,NOT
5351,cp usual interviewing liberals negative reviews,NOT
5352,politicians finally getting heads nra represent majority gun owners responsible gun owners support gun control pushing policies american gun owners find reprehensible,NOT
5353,wind become true anti fascist long live comrade wind u imperialist capitalist hegemony antifa socialism,NOT
5354,amazing things pertain conservatives guilty proven innocent justice lawless acts perpetrated left get ignored,NOT
5355,sheep think fox viewers would make mostly republicans conservatives rich,NOT
5356,bridge sell,NOT
5357,showing patterns intent march charlottesville perfect example patterns intent proof antifa go purposely denounce black people america,NOT
5358,adorable,NOT
5359,thought would worse thought would shooting liberals streets,OFF
5360,minus well keep bruh,OFF
5361,wait sec trump proposing comprehensive vetting gun control wtf guncontrolnow voteblue,NOT
5362,difference many parasites feeding mean,OFF
5363,tonight sean hannity rabid antifa leftist publicly fantasizes distinguished united states senator texas ted cruz getting cancer,NOT
5364,joe number one rule respect wc love kid kinda gassed frustrated hitting went bad star game learn go cubs,NOT
5365,fuck bitch needs class cant act ass someone liked tweet dont matter nyfw place decide life run throw shoes cardi wasnt issue done issue,OFF
5366,woman working liberals put husbands work,NOT
5367,forgot sarcasm tag kid people ignorant enough think serious,OFF
5368,bill maher known pos,NOT
5369,must stick together maga,NOT
5370,nobody interferes steals elections liberals western democracies including america soros investigation charges yet,NOT
5371,uk polititians special breed filth get together vote expense sex crimes paedophilia remain secret declare child abuse documents remain secret due national security nothing national security,OFF
5372,cause dead clue,NOT
5373,mumbling hear shit literally spoke w hand signs,OFF
5374,response us exceptional implementation puerto rico abysmal democrat mayor hoarded supplies distributed allies first withheld rest still fbi investigation,NOT
5375,gitmo yet know face jesus face face hope repent wide gate broad way leads destruction eternity right looking good,NOT
5376,markjudge see trying judge moore kavanaugh wo work spartacus moment maga kag americafirst trump foxreport,NOT
5377,must part new nazi party called antifa,NOT
5378,hell beautiful sight seeing antifa scum getting beat arrested,OFF
5379,absolutely unbelievable protests mobs run state dept antifa wonder wear masks probably govt employees using pto would explain many people show anywhere weekday,NOT
5380,conservatives cut budget social housing bn part austerity measures new announcement pure spin simply plays failure collective memory,NOT
5381,company company sucks know bypass beat sucking cuck,OFF
5382,great see posting shows everyone disrespect teachers role proves wholly unsuitable position parliament,NOT
5383,icymi desperate attempt conservatives install kavanaugh rest nation says kavanope,NOT
5384,well going send fake makers main stream media left liberals powers behind nuclear amazingly powerful world changing moment humanitys history qanon everything told expect wwgwga maga mbga,OFF
5385,disagreement fucking umpire player abusive,OFF
5386,seen people beautiful mention original art last eyes followers get buried half assed bullshit pals someone popular,OFF
5387,dude listen igl much mure calling prepwork everything yeah niko called one game one map like mibr cold n fallen important player roster superstars team works karrigan,NOT
5388,set sent email gmail account indicate update great day hjf,NOT
5389,apparently photoshopped mustache well,NOT
5390,right,NOT
5391,helping people case lol,NOT
5392,soon libs amp conservatives havevut everytime change government paying cancelled contracts,NOT
5393,leona alleslve weakest link liberals last thing need canada nafta negotiations good thing military traitor tendencies get government,OFF
5394,way,NOT
5395,follow money money money,NOT
5396,said publicly aligns neo nazis asked answer got source ambush tactics please definitions sure know paramilitary classify antifa paramilitary,NOT
5397,billions dollars spent new plants around country someone maga side please point new plants currently construction false understand,NOT
5398,boi trynna feast booty mean noodles,NOT
5399,florida adds concerns gun rights activists ron desantis voted favor adding feinstein backed fix nics gun control expansion omnibus spending bill congress,NOT
5400,part problem island incompetent governor work team accepting answers every issued problem right know everything island right political issued priorities human needs,NOT
5401,guy get lower one dumbest people country anyone arizona voted idiot,OFF
5402,already following fantastic maga patriot,NOT
5403,aluminum pole anywhere seen,NOT
5404,continue concerned country gun control laws good enough protect children vote party willing address issue,OFF
5405,god major judgement coming bob woodward thou shalt bare false witness let man deceived god mocked whatsoever man sows reap touch annointed appointed trump harm god kidding,NOT
5406,join slack,NOT
5407,tf thats hail mary involed skill,NOT
5408,damaged kerry non existent credibility seems lot obama vomit doofuses coming woodworks,NOT
5409,voterepublican arm americanredmidterms ca let democrats take back tax cuts reforms put money many pockets conservatives independents undecided walkaway ljmaga goredstatebystate,NOT
5410,looks good,NOT
5411,poll especially liberals,NOT
5412,wortless checked secret service irresponsible trying generate hste somone kill thre president,OFF
5413,hope ab dumb shane isnt awww lets forgive bc im unstanning,NOT
5414,disavoving antifa going start condemning many death threats president come denounce vile hate spewed president republicans,NOT
5415,eric holder guilty killing border patrol officer,OFF
5416,tories labour ge conservatives conservatives rehman chishti wonderful experience reading elmer elephant young karachiites pkbritish britishcouncil library great able promote amazing work bri,NOT
5417,get saving money eating mcdonalds much makes thing relevant,NOT
5418,hey genius hitler dead two years trump born,NOT
